group_id,group_size,retained,excluded_external_benchmark,source_dataset,original_path,sha256,perceptual_hash,dhash,capture_key
group_e92dd8bf81597279,8,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1316_jpg.rf.1eb1b40fdff8d526d67ef88e101ee918.jpg,20e9f6bc75a788d45eb1a692dc822053e66d7c757e07fc9499a3d2b64b138a63,c9b6b2ad24494d5b,2108000000000000,1316
group_e92dd8bf81597279,8,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1316_jpg.rf.47cc3fac4be67318f43bd3d07632f875.jpg,4552c078b3bea52c58601a02241f6ed1806230056ca87de5d6f41c9732edc99f,c9b6b2ad24494d5b,a018000000000000,1316
group_e92dd8bf81597279,8,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1317_jpg.rf.b10a466fcbe5e3d7f9eae3571a8fa470.jpg,31a87568060c8ce77c10993bb0155cfc36e1d6abe79d8392e79709cdde836642,c9b6b2ad24494d5b,2118000000000000,1317
group_e92dd8bf81597279,8,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1317_jpg.rf.cb18724b9eb5a093a4967bbbc14d5a1c.jpg,088c0b041a6e1e0ba6c087431e4abdb81ceafd6b3bcb1d877456f9573a2a931f,c9b6b2ad24494d5b,a018000000000000,1317
group_e92dd8bf81597279,8,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\1317_jpg.rf.c33f6c736b40a76c12df2bb6b4566918.jpg,d15af45751f758ffd779fcd39fbcd9765681e3a64fce474dbd13f04ea719fc48,c9b6b2ad24494d5b,a018000000000000,1317
group_e92dd8bf81597279,8,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\valid\images\1316_jpg.rf.c2d06ef4f3bf1f508b9a4c9b0c45d886.jpg,969403056383a282be2a731e7f5dfd7a76acaff2c253d3d788297b276c4b8b8b,c9b6b2ad24494d5b,a018000000000000,1316
group_f9b5d92b169db236,4,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\val\yapayzeka_11_db20_png_jpg.rf.d7d16a8e69a7e7ad23f11a390c956f5c.jpg,f8b0fa091f69b163f45dcf0ccf2b515bf929975811c71c5078431cf7e52c5fa0,ce9a3964b13bc686,01416d014b450101,yapayzeka_11_db20_png
group_f9b5d92b169db236,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\db20_png_jpg.rf.3136da4da9b84de2d0836b6624e58414.jpg,f1a4c84ce4506a5d50dcc5b09ca9b2a69da54a5657903e5e8f7b00668df3b0d8,ce9a3964b13bc686,01416d014b450101,db20_png
group_f9b5d92b169db236,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\db20_png_jpg.rf.c538890042d915b3cec20a6a21a7e698.jpg,85018b0010e1f500d799cb96d2452e8c343b6d2939407857653729dc3d65cf5d,ce9a3964b13bc686,01416d014b450101,db20_png
group_f9b5d92b169db236,4,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\db20_png.rf.2e73716d7c91e5cb8dd4304ca5c67008.jpg,088eb005ea49ddb888e040da5e4ab233d656cb9c579986e1f2f993ea4331d13f,ce9a3964b13bc686,01416d014b450101,db20
group_7640df78ac6aef1f,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_724_IMG20230420225637_jpg.rf.40eabb78b7de549d6523a3907a61c518.jpg,0dd3faf1878e7b96f61d2e506ea0d5de2a65dcc5d708098015ada1ff5f2f5cce,8182e6fd638dcc8e,fefcfefefcfefafe,yapayzeka_724_img20230420225637
group_7640df78ac6aef1f,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230420225637_jpg.rf.c136c5f81294b7415cb9ff0064826fb2.jpg,6a53f4c4da2645e16309dfc130ce37dede53b99547faf959f1d67e13a7d28aa4,8182e6bd6b8dcc8e,fefefefcfcfefafe,img20230420225637
group_7640df78ac6aef1f,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230420225637_jpg.rf.e1d640b5d11374f924c3d9cd79905957.jpg,089b9641922afd2adeb23ba31a73d05d4025c6c97f264942547f1b87d3743090,8182e6fd638dcc8e,fefcfefefcfefafe,img20230420225637
group_db56fb9c1e5e75e5,4,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\val\yapayzeka_7_599_jpg.rf.5c603018041d57f4b7a4975c63344e93.jpg,08b517c711b5fc225614991aad7b3b7cd2560d215a9a1bb8e08db32bc23ea329,d2a9a4a4a9a5b5d5,0300000000000000,yapayzeka_7_599
group_db56fb9c1e5e75e5,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\599_jpg.rf.0c07cd35c3c74c08fbcf80566cdc9be4.jpg,ade76a052552d60f98f67de849524596bd34f61c04a1054677364f2bfca4ad74,d2a9a4a4a9a5b5d5,0300000000000000,599
group_db56fb9c1e5e75e5,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\599_jpg.rf.afe196303667ecc202e8570a40d293ca.jpg,08b517c711b5fc225614991aad7b3b7cd2560d215a9a1bb8e08db32bc23ea329,d2a9a4a4a9a5b5d5,0300000000000000,599
group_db56fb9c1e5e75e5,4,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\599_jpg.rf.c8497858f0e5923f3a319e646c325692.jpg,b28b2a3e2c2a17776ca2021ed6258b3ade2197ac005549bee85562c369d38381,d2a9a4a4a9a5b5d5,0300000000000000,599
group_667d36536a20fac7,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_742_916_jpg.rf.4caf7abde8b7d4ba90ba9d5c3cdf7f8a.jpg,4ba77281f006d2c825dcafa62142f369d12f2a6d19c7d70a8a2698eb914faf5d,dbadb4a9adc04952,9800000000000000,yapayzeka_742_916
group_667d36536a20fac7,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\916_jpg.rf.6e234333d21964fb2eb4559dc5cfd149.jpg,4ba77281f006d2c825dcafa62142f369d12f2a6d19c7d70a8a2698eb914faf5d,dbadb4a9adc04952,9800000000000000,916
group_667d36536a20fac7,3,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\916_jpg.rf.83ef2b63d37e3f7df1b4773db951167f.jpg,08e6206ea872586627a66815f330f6fdfeedf4329023c22b7c4a7b2e17d753b8,dbadb4a9adc04952,9800000000000000,916
group_d0d3a2506f7b5868,2,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_50_IMG20230421122821_jpg.rf.3199f8ad34019081e07baa5c485836ef.jpg,c5c2d1dd7712343e6dc01b1a63833149b5e434b85ff1683c464c45e664addf6b,f6c61bf043de4825,0000800000000002,yapayzeka_50_img20230421122821
group_d0d3a2506f7b5868,2,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230421122821_jpg.rf.6712c6a8556e4c6110e91c403403dc60.jpg,08fa99d31a6d140bc526cb07e3eaf2b2f790e2e9555d8e32fbff375a70b590e0,f6c61bf043de4825,0000800000000002,img20230421122821
group_45f4aa26cc3b17c3,5,False,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_11_1361_jpg.rf.cf8e0af8ae322ffd5fe387bb8413259d.jpg,09070b91a50359d4f04c7f78915dda88b3a7eb866ba798e9e67dd69af4668378,c9b4b2adac49495b,9110000000000000,yapayzeka_11_1361
group_45f4aa26cc3b17c3,5,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_1354_1362_jpg.rf.a37dc130ff1468723910fb574b5dde93.jpg,7bc624d8bd3a65106af3a5d68c44c0d7045c2633f411e359072b3dd9ca8a5b8a,c9b4b2adac49495b,9110000000000000,yapayzeka_1354_1362
group_45f4aa26cc3b17c3,5,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1362_jpg.rf.30114bb2f9566c6fccfbe5c6dced5c4d.jpg,5157340fe1b935eaa1a8487417b67feed463fb91c09b6ba1860af09e756763bb,c9b4b2adac49495b,9110000000000000,1362
group_45f4aa26cc3b17c3,5,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\1361_jpg.rf.e0085c140de1e4d09f80fb92b8db0ed1.jpg,ff1a3a29289124d579b44577a6a0db7359897b60cab6129302e0e3e344240260,c9b4b2adac49495b,9110000000000000,1361
group_45f4aa26cc3b17c3,5,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\1362_jpg.rf.e42fca3e4dfd48845ad982803dd61f9a.jpg,ac7fa1eb5abf9835a203ec17b19a7dc13dfb75de77cf99ad451dea2efddd7f96,c9b4b2adac49495b,9110000000000000,1362
group_2cc7fc121d06c28c,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_1067_869_jpg.rf.c8281bf401afb1f783a9bb1139526db1.jpg,090d634c273e67034a259ac7fd62d761eaa3089f6388a4c4832accd7ef095d40,dba5b6a5a5505958,b801000000000000,yapayzeka_1067_869
group_2cc7fc121d06c28c,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\869_jpg.rf.04dd9180ec0e5f0ba077fb5e7906dfda.jpg,090d634c273e67034a259ac7fd62d761eaa3089f6388a4c4832accd7ef095d40,dba5b6a5a5505958,b801000000000000,869
group_2cc7fc121d06c28c,3,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\869_jpg.rf.110e56e5eefa62f5da864a5c2e7b5e5c.jpg,817134ddf68abf4e4f8bc87e298ed9ca62a9dd5c19151eb5401935e508db1c0a,dba5b6a5a5505958,b801000000000000,869
group_378dcaa792a64ea1,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_964_4582_jpg.rf.b140cff33a8d73211a943d9e519c4636.jpg,fb872002412d82d859294c95740b587692489f60c2405fe87bce336e9fbd164b,8c633e9c9fc1e360,8000c0d0f1f0f0f0,yapayzeka_964_4582
group_378dcaa792a64ea1,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\valid\images\4582_jpg.rf.e2ec81ae575d0b91daf02c8887369de5.jpg,eb41b8b554beb569d3680305b32146b3d61fc6a4b13daf392bcafaeba6026f10,8c633e9c9fc1e360,8000c0d0f1f0f0f0,4582
group_378dcaa792a64ea1,3,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\4582_jpg.rf.c608b2179ce8a48cdf0cacd3847a0d91.jpg,090de1e12e7c7262a748a91666e99fbd38357abe9b84da2d2632e9c1a2df72a2,8c633e9c9fc1e360,8000c0d0f1f0f0f0,4582
group_3f10dc62a249ae6b,1,True,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\IMG20230421104402_jpg.rf.260afd4b1984a4f9032d1f285e01983f.jpg,09198590c21b0bcd5a92a38f516e70faa96973942c759f4bd99a37c0e5078a9a,d555555556565256,f0a0a06070706070,img20230421104402
group_fb8d0dbff58d1128,2,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_605_IMG20230420223819_jpg.rf.1dddff6ac34dd3e2abf087f79a2a491a.jpg,091fecf8a5f3428fe8de95b99af486323c5d185df44ecaf03db04da8d4ba3435,9ef845de43885768,3677373f7fbf7f7f,yapayzeka_605_img20230420223819
group_fb8d0dbff58d1128,2,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\valid\images\IMG20230420223819_jpg.rf.305d4548766a80526e727d3599ee4438.jpg,7710b7eaafa5a1f5aedd654fe5718db262fc20d0579e0d04b5e9541adee4f456,9ef845de43885768,3677373f7fbf7f7f,img20230420223819
group_cb502cebad63b2e3,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_606_images_png_jpg.rf.209ed2476db568926e89b8f6330d56ff.jpg,09265c882d37055ef8fc4e30ece6f5c519a99492bf18415783794adbd9703c4f,b1c49639ce69c666,001606002a1a1a00,yapayzeka_606_images_png
group_cb502cebad63b2e3,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\images_png_jpg.rf.9c66e2b8459d47ebe1d210007378088a.jpg,bf6ac6dce0257e7dc2c3d51b21a01e60d584fe21b30568f6e6f9d3533082569d,b1cc9239ce69c666,001606002a1a1a00,images_png
group_cb502cebad63b2e3,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\images_png_jpg.rf.fe85ef425de76cacfa2700d65835201b.jpg,ade3086dd07410a74fbbf4ea2d03a08dd2e52143e5b41e006e2746dac46c810e,b1c49639ce69c666,001606002a1a1a00,images_png
group_d8da63b1b8fce31e,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_391_IMG20230422143630_jpg.rf.de7a7630765613042f4d5a854182aa00.jpg,0942724267e1e4cd8c5f9e0effb4a6753db6788c667db7e4f1e0373d3b035409,ff9b31a87b943404,1010000004000000,yapayzeka_391_img20230422143630
group_d8da63b1b8fce31e,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230422143630_jpg.rf.6849e2ba100665868599a31f36f4991d.jpg,0e6076af1f1c54bd0310c6639e63de41327f7fce72b0e3805c0d24d44568cee8,ff9b31a87b943404,1010000004000000,img20230422143630
group_d8da63b1b8fce31e,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230422143630_jpg.rf.7881bc443beb9449018bef4242e4c687.jpg,eafcfc8c95237e4e66dd8a559edeb6c51600167668eb4b776f09014e244e24dd,ff9f25287b943404,0010100000000000,img20230422143630
group_423c3d94c1ce2fd6,4,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_477_595_jpg.rf.eefefaa1273c6db5108ba72fc324ebf1.jpg,cc71af9fcd029001ab25436c33229579bdf2008eb7b5737197096ed66ac7b0e6,daa9a4a4a9a595d5,1300000000000000,yapayzeka_477_595
group_423c3d94c1ce2fd6,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\595_jpg.rf.6d75d495ab6cb037abd6f80fe5ada8a4.jpg,cc71af9fcd029001ab25436c33229579bdf2008eb7b5737197096ed66ac7b0e6,daa9a4a4a9a595d5,1300000000000000,595
group_423c3d94c1ce2fd6,4,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\595_jpg.rf.abe9cc20e69a734b132707fe599ed5e5.jpg,48a62bc07064dcbfb60baed5aea8281181421e5add43cafab0d8c88fac960ac0,daa9a4a4a9a595d5,1300000000000000,595
group_423c3d94c1ce2fd6,4,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\595_jpg.rf.dfaa41aaca2e241546fb3750d045e3ab.jpg,09433f53a60538338a2492de4a37a2a1cc202a0c438aff03ba965e625286d653,daa9a4a4a9a595d5,1300000000000000,595
group_98f32b00f250ec87,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_803_IMG20230422143915_jpg.rf.54ae65dafae7e5c03a50f21745ef10a6.jpg,22471bfded98752f70f4c23012994989325b86402c07d0cf9811c3fd950f4244,fcb187b4016f115e,0200000204020404,yapayzeka_803_img20230422143915
group_98f32b00f250ec87,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230422143915_jpg.rf.049e47f5ebe1e9d78ecb1b9b6ceb51f6.jpg,adf0e2546a5ed1b06c125a9d19a87a526e2073a67d39c445d77b09a58d1f9ac4,fcb187b4016f115e,0200000204020404,img20230422143915
group_98f32b00f250ec87,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230422143915_jpg.rf.7aac37ebddcb42a70b85830afcf84e7e.jpg,095bab69479ef3251d47906c59ef6d678cb71e103778156a5eefa2070a03b619,fcb187b4016f115e,0200000204000404,img20230422143915
group_d356cb3226b6c2bc,7,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_1042_1587_jpg.rf.cb3c2f17e8c24ac5d125ee5496f1405b.jpg,e7c0a81016dcf89f1a7ca8d880aabf53f6faecfd36a1bdadb81ddbae368f8943,c9a4b6ad405b59b6,f03e010000000000,yapayzeka_1042_1587
group_d356cb3226b6c2bc,7,False,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_62_1586_jpg.rf.92a650c96b919e1d9880ec7642494cd5.jpg,b1ef6dcc561fb1d391cf74814c406c9497729310efc89406f4bad2678fa01f6a,c9a4b6ad405b59b6,f03e010000000000,yapayzeka_62_1586
group_d356cb3226b6c2bc,7,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1587_jpg.rf.1be1f370d0aa469457bb26fcc82fd4a4.jpg,4671370c2a6a78ccd4a84fc90ac078f69dbc2cb2c10403c7f526e5df013be998,c9a4b6ad405b59b6,b03e010000000000,1587
group_d356cb3226b6c2bc,7,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1587_jpg.rf.97b459bcd5c2d3fb2644aa57b980cb23.jpg,e7c0a81016dcf89f1a7ca8d880aabf53f6faecfd36a1bdadb81ddbae368f8943,c9a4b6ad405b59b6,f03e010000000000,1587
group_d356cb3226b6c2bc,7,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\valid\images\1586_jpg.rf.1387530c92aeed9c9504efa45f0c62a2.jpg,b1ef6dcc561fb1d391cf74814c406c9497729310efc89406f4bad2678fa01f6a,c9a4b6ad405b59b6,f03e010000000000,1586
group_d356cb3226b6c2bc,7,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\1586_jpg.rf.188781ff38384132c027172ae711ac3c.jpg,ab5c7b1c3f8f7262b2370f83ddaf68672cb9dbc650704001521e0427c4d66bd1,c9a4b6ad405b59b6,f03e010000000000,1586
group_d356cb3226b6c2bc,7,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\1587_jpg.rf.b7f53899cc28395d3d0bd77a0ec1ee9c.jpg,09736eb13b6f284885a2e023595884a7c959e91a42968c2641778def2cc24b5c,c9a4b6ad405b59b6,f03e010000000000,1587
group_2429e51590eb7ac9,8,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_159_1679_jpg.rf.7489ea61d3a8c553d733259e9c586b2a.jpg,e6e3a7ce2ec0c4864960ad97a734356034b7440d52fbc1e697a37d96b15d138d,c9b6b24d52a5a659,90703d0100000000,yapayzeka_159_1679
group_2429e51590eb7ac9,8,False,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_205_1678_jpg.rf.9312bbe2e44f75bbd34264e8fe610f32.jpg,7c25af22503ba237080d718367b519aab8da91e74982bd8b2079ab78b1a24101,c9b6b24d52a5a659,90703d0100000000,yapayzeka_205_1678
group_2429e51590eb7ac9,8,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1678_jpg.rf.86cf3c591433091d57e6732e50f91fed.jpg,46b4f3ba0b6c71efb5153fc7a3597e12bd7e763b77a730db561c1910a6855ac3,c9b6b24d52a1b659,10303d0100000000,1678
group_2429e51590eb7ac9,8,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1678_jpg.rf.bcd8e5bdc177f16c1e560b2867d1f174.jpg,7c25af22503ba237080d718367b519aab8da91e74982bd8b2079ab78b1a24101,c9b6b24d52a5a659,90703d0100000000,1678
group_2429e51590eb7ac9,8,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1679_jpg.rf.1ce9b9a4a50207b7bc0bf12d7d5c639a.jpg,c7511da47371c474bc2fbe20046eaef09b9e50c1cd10f753f70460c7ab42aeb5,c9b6b24d52a1b659,10303d0100000000,1679
group_2429e51590eb7ac9,8,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\1679_jpg.rf.e3aa7cc3e7d7aa2f2130e3ba7ef4fe0a.jpg,e6e3a7ce2ec0c4864960ad97a734356034b7440d52fbc1e697a37d96b15d138d,c9b6b24d52a5a659,90703d0100000000,1679
group_2429e51590eb7ac9,8,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\train\images\1678_jpg.rf.8f10549ddbf3de27b36848e2a1696fb4.jpg,0976b3a7a83646e1f796776b1ab3b1ca3652b4788848f35d6b870ad0a85ed99d,c9b6b24d52a5a659,90703d0100000000,1678
group_2429e51590eb7ac9,8,False,False,asmitha,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\asmitha\dataset\test\images\1679_jpg.rf.b86cdddfc898de9b93800d2f743e4272.jpg,2ca5aecb5ef4212baec8c05e65309ea738e38e922d625b44452218d1ac5774b7,c9b6b24d52a5a659,90703d0100000000,1679
group_a7b2ddb45224299f,1,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\angelina_609_angelina_18_1565540274862815619769.labeled.jpg,099c6d3eccee656db0075475d2e7a983f9fb9b30c2242e5332567728b5412aa5,809177c3cd6f6329,f0fcf8e0f0cc8020,angelina_609_angelina_18_1565540274862815619769.labeled
group_841618679b36627a,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_214_db3_jpg.rf.b6690e3e32ec09a0ae3d8d1e2afadb7a.jpg,b1ed0ccbbbd2748d2ac613902c7a4ea52caef94e53985c053f86d1fe34e0deff,ebd1853cd443928f,13534b51134d4b2b,yapayzeka_214_db3
group_841618679b36627a,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\db3_jpg.rf.6e39c61278ede2ccb424e73181e05483.jpg,09a5cd09273f2e1255457a303ff8e450f44a12153ef7f76cf28e5d880790c06a,ebd1853cd443928f,13534b51134d4b2b,db3
group_841618679b36627a,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\valid\images\db3_jpg.rf.8b1ecc4b8d4cb1b11f8ba2b6a185865b.jpg,f2668207e9b001c55697e0969684197b3d129951c8fda76f3b5423612dff0321,ebd1953cd043928f,13534b51134d4b2b,db3
group_332c10f25ce625f2,1,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\val\yapayzeka_239_IMG20230421122923_jpg.rf.05383ffbdb1447bae35e4c921e684cfc.jpg,09ce69d4cdb1fda30f304a5d772c14e4d08949f313343e99223786ce705ffdb4,fed5a28e70f0a1a2,0000000021212105,yapayzeka_239_img20230421122923
group_61acd6fecbab32a2,3,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\yapayzeka_18_IMG20230420224302_jpg.rf.900ab24b71d5b23cf64ce8a7575b8c86.jpg,e3bb6a76f3ebc8446a7afba9eb7e4af0db03c259b50d21969ea7c38ba7d75e5f,80ef50bf41bf0ab2,fffffffefefefef8,yapayzeka_18_img20230420224302
group_61acd6fecbab32a2,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230420224302_jpg.rf.2bf857e183be4d77cbddcf6f24d0f0f3.jpg,0a01de97477bd45a59762c6f5e660b828de0bf2464c4f50638576758df90e135,80ef50bf41bf0ab2,fffffffefefefef8,img20230420224302
group_61acd6fecbab32a2,3,False,False,sangam_braillie,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\sangam-Braillie\dataset\train\images\IMG20230420224302_jpg.rf.55b040ba590b3c0363a3d5fdc3408b84.jpg,94894adb95a4168e99dec54cec88689246593dd908eb37a827544bc40ae1e0c8,80ef50bf41bf0ab2,fffffffafefefef8,img20230420224302
group_f49143f97403ba68,1,True,False,prabh_braille_merged,C:\Users\devaj\OneDrive\Documents\BRAILLEVISION\prabh-decoders-braillevision\dataset\braille_merged\images\train\angelina_994_angelina_208_IMG_20190715_123443.labeled.jpg,0a23e614c4725302ea7bfd55ad846b037de581487cd998f6c1465c58b73107f1,c0801f1f0f6f6771,8080808080808080,angelina_994_angelina_208_img_20190715_123443.labeled
